"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Sex","Age group","Offence group","Police Force Area","Value","Value_type","Denominator (Prosecutions at Magistrates Court)","Numerator (Convictions and Magistrates Court and Crown Court)"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Gwent","79.4","","107","85"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Hampshire","71.9","","167","120"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Hertfordshire","71.5","","333","238"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Humberside","60.9","","69","42"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Kent","68.6","","194","133"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Lancashire","71.6","","728","521"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Leicestershire","76.9","","446","343"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Lincolnshire","58.3","","12","7"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Merseyside","75.8","","95","72"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Metropolitan Police","73.3","","6238","4570"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Norfolk","69.7","","33","23"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","North Wales","82.8","","29","24"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","North Yorkshire","63","","46","29"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Northamptonshire","79.8","","89","71"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Northumbria","66.8","","223","149"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Nottinghamshire","75","","308","231"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","South Wales","69.8","","199","139"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","South Yorkshire","84.8","","165","140"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Staffordshire","65.2","","256","167"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Suffolk","76.9","","39","30"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Surrey","73.4","","184","135"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Sussex","78.9","","161","127"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Thames Valley","68.1","","827","563"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Warwickshire","80.9","","68","55"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","West Mercia","66.7","","138","92"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","West Midlands","76","","2465","1873"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","West Yorkshire","72.6","","1646","1195"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2013","Year","All","All","All","Wiltshire","61.9","","42","26"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Avon and Somerset","73.7","","657","484"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Bedfordshire","79.2","","331","262"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Cambridgeshire","84.1","","170","143"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Cheshire","64.5","","76","49"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Cleveland","80.6","","62","50"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Cumbria","100","","9","9"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Derbyshire","66.2","","130","86"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Devon and Cornwall","95","","100","95"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Dorset","79.6","","108","86"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Durham","94.1","","17","16"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Dyfed-Powys","81.5","","27","22"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Essex","75.6","","414","313"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Gloucestershire","78","","132","103"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Greater Manchester","82.9","","938","778"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Gwent","72.7","","66","48"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Hampshire","82.9","","322","267"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Hertfordshire","67.8","","528","358"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Humberside","89.7","","78","70"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Kent","74","","369","273"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Lancashire","79.8","","119","95"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Leicestershire","78","","313","244"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Lincolnshire","71","","31","22"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Merseyside","69.4","","317","220"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Metropolitan Police","76.1","","16723","12726"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Norfolk","75.2","","133","100"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","North Wales","66.7","","27","18"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","North Yorkshire","63.4","","41","26"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Northamptonshire","77","","269","207"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Northumbria","66.1","","112","74"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Nottinghamshire","71.7","","534","383"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","South Wales","80.2","","253","203"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","South Yorkshire","71.8","","220","158"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Staffordshire","76.9","","160","123"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Suffolk","85.3","","184","157"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Surrey","80.8","","245","198"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Sussex","86.3","","343","296"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Thames Valley","74.4","","883","657"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Warwickshire","81.5","","81","66"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","West Mercia","71.2","","146","104"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","West Midlands","73.7","","2359","1739"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","West Yorkshire","77.9","","543","423"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2013","Year","All","All","All","Wiltshire","63.9","","158","101"
